Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Activity,Observation Status,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),150,Europe,ISIC4_C,A,G,KG_PER_CON_USD,0.38,0.371,0.36,0.361,0.342,0.315,0.293,0.29,0.283,0.278,0.276,0.267,0.278,0.272,0.266,0.251,0.246,0.236,0.227,0.228,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),513,Europe and Northern America,ISIC4_C,A,G,KG_PER_CON_USD,0.356,0.349,0.326,0.318,0.306,0.28,0.262,0.256,0.253,0.245,0.257,0.241,0.247,0.239,0.236,0.226,0.225,0.215,0.21,0.206,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),246,Finland,ISIC4_C,A,G,KG_PER_CON_USD,0.3,0.288,0.268,0.249,0.242,0.221,0.198,0.171,0.165,0.175,0.203,0.185,0.187,0.18,0.182,0.18,0.174,0.157,0.174,0.149,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),250,France,ISIC4_C,A,G,KG_PER_CON_USD,0.228,0.24,0.226,0.218,0.199,0.206,0.201,0.196,0.196,0.163,0.175,0.187,0.178,0.183,0.17,0.161,0.167,0.145,0.139,0.129,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),266,Gabon,ISIC4_C,A,G,KG_PER_CON_USD,1.289,1.239,0.686,0.763,0.702,1.025,1.192,0.854,1.154,1.243,1.239,1.374,1.359,1.505,1.342,1.298,1.227,0.483,0.427,0.416,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),268,Georgia,ISIC4_C,A,G,KG_PER_CON_USD,1.153,0.563,0.395,0.505,0.358,0.359,0.468,0.442,0.594,0.688,0.544,0.839,0.791,1.021,0.92,1.032,0.931,1.002,0.999,0.819,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),276,Germany,ISIC4_C,A,G,KG_PER_CON_USD,0.185,0.172,0.175,0.181,0.171,0.165,0.155,0.148,0.157,0.17,0.159,0.145,0.144,0.143,0.132,0.137,0.129,0.127,0.125,0.122,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),288,Ghana,ISIC4_C,A,G,KG_PER_CON_USD,0.205,0.191,0.231,0.219,0.23,0.228,0.238,0.245,0.258,0.303,0.271,0.263,0.296,0.309,0.308,0.322,0.28,0.306,0.332,0.339,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),300,Greece,ISIC4_C,A,G,KG_PER_CON_USD,0.415,0.383,0.345,0.329,0.311,0.304,0.317,0.347,0.306,0.236,0.287,0.29,0.321,0.331,0.334,0.349,0.376,0.284,0.259,0.231,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),320,Guatemala,ISIC4_C,A,G,KG_PER_CON_USD,0.216,0.221,0.168,0.172,0.143,0.216,0.224,0.262,0.201,0.174,0.178,0.216,0.208,0.207,0.212,0.222,0.222,0.206,0.199,0.175,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),328,Guyana,ISIC4_C,A,G,KG_PER_CON_USD,1.361,1.168,2.044,1.092,1.01,0.391,0.281,0.666,0.661,0.435,0.329,0.29,0.346,0.294,0.29,0.264,0.371,0.338,0.357,0.347,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),332,Haiti,ISIC4_C,A,G,KG_PER_CON_USD,0.158,0.158,0.275,0.262,0.214,0.216,0.212,0.276,0.274,0.23,0.295,0.296,0.173,0.227,0.298,0.247,0.245,0.235,0.247,0.248,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),340,Honduras,ISIC4_C,A,G,KG_PER_CON_USD,0.483,0.29,0.302,0.324,0.369,0.592,0.66,0.598,0.566,0.58,0.615,0.607,0.654,0.614,0.498,0.359,0.376,0.312,0.275,0.275,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),348,Hungary,ISIC4_C,A,G,KG_PER_CON_USD,0.34,0.337,0.316,0.283,0.264,0.254,0.231,0.216,0.217,0.192,0.188,0.238,0.21,0.238,0.208,0.207,0.206,0.223,0.221,0.215,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),352,Iceland,ISIC4_C,A,G,KG_PER_CON_USD,0.485,0.476,0.525,0.472,0.465,0.47,0.408,0.378,0.299,0.277,0.278,0.251,0.257,0.273,0.274,0.237,0.018,0.011,0.009,0.006,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),356,India,ISIC4_C,A,G,KG_PER_CON_USD,1.725,1.68,1.722,1.538,1.473,1.507,1.426,1.51,1.505,1.564,1.628,1.762,1.631,1.695,1.676,1.487,1.435,1.444,1.349,1.416,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),360,Indonesia,ISIC4_C,A,G,KG_PER_CON_USD,0.592,0.619,0.558,0.681,0.666,0.65,0.82,0.838,0.661,0.71,0.867,0.873,0.713,0.443,0.484,0.524,0.427,0.475,0.537,0.689,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),364,Iran (Islamic Republic of),ISIC4_C,A,G,KG_PER_CON_USD,1.919,1.723,1.563,1.552,1.582,1.558,1.489,1.725,1.73,1.536,1.45,1.341,1.447,1.529,1.523,1.576,1.516,1.515,1.676,1.655,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),368,Iraq,ISIC4_C,A,G,KG_PER_CON_USD,1.754,1.667,1.654,1.66,2.262,2.147,1.872,2.104,1.647,1.278,1.278,1.386,2.287,2.184,2.089,2.19,2.21,2.183,2.266,2.25,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),372,Ireland,ISIC4_C,A,G,KG_PER_CON_USD,0.113,0.108,0.09,0.094,0.096,0.093,0.091,0.075,0.083,0.067,0.064,0.059,0.06,0.063,0.061,0.033,0.035,0.035,0.033,0.032,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),376,Israel,ISIC4_C,A,G,KG_PER_CON_USD,0.045,0.044,0.045,0.035,0.03,0.026,0.026,0.026,0.047,0.061,0.079,0.022,0.034,0.129,0.132,0.111,0.105,0.119,0.099,0.111,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),380,Italy,ISIC4_C,A,G,KG_PER_CON_USD,0.253,0.245,0.243,0.271,0.238,0.23,0.204,0.194,0.189,0.176,0.17,0.162,0.163,0.145,0.133,0.129,0.125,0.111,0.11,0.107,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),388,Jamaica,ISIC4_C,A,G,KG_PER_CON_USD,0.278,0.295,0.456,0.457,0.303,0.25,0.274,0.27,0.219,0.26,0.193,0.279,0.266,0.335,0.239,0.268,0.245,0.25,0.286,0.255,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),392,Japan,ISIC4_C,A,G,KG_PER_CON_USD,0.298,0.307,0.315,0.298,0.282,0.271,0.262,0.246,0.226,0.26,0.236,0.249,0.24,0.243,0.23,0.215,0.208,0.2,0.192,0.189,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),400,Jordan,ISIC4_C,A,G,KG_PER_CON_USD,0.789,0.698,0.585,0.585,0.61,0.618,0.564,0.511,0.428,0.428,0.363,0.315,0.323,0.276,0.337,0.26,0.301,0.227,0.221,0.222,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),398,Kazakhstan,ISIC4_C,A,G,KG_PER_CON_USD,2.176,2.626,1.744,2.062,2.491,2.672,1.698,2.315,4.136,3.298,3.176,3.591,3.159,3.445,2.24,1.538,1.257,1.341,1.23,0.975,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),404,Kenya,ISIC4_C,A,G,KG_PER_CON_USD,0.335,0.371,0.419,0.357,0.334,0.367,0.435,0.391,0.376,0.377,0.467,0.491,0.369,0.394,0.518,0.577,0.577,0.562,0.435,1.085,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),414,Kuwait,ISIC4_C,A,G,KG_PER_CON_USD,1.793,1.783,1.311,1.41,1.204,1.65,1.502,1.127,1.192,1.419,1.492,1.444,1.199,1.258,1.149,1.388,1.197,1.064,0.903,0.967,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),417,Kyrgyzstan,ISIC4_C,A,G,KG_PER_CON_USD,0.985,0.666,1.797,1.721,1.594,0.868,0.981,1.246,1.098,0.471,0.643,0.558,2.084,0.658,1.26,1.756,0.773,0.633,0.933,0.623,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),432,Landlocked developing countries (LLDCs),ISIC4_C,A,G,KG_PER_CON_USD,1.407,1.507,1.313,1.353,1.449,1.478,1.198,1.386,1.722,1.374,1.399,1.473,1.308,1.324,0.99,0.794,0.734,0.769,0.728,0.696,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),418,Lao People's Democratic Republic,ISIC4_C,A,G,KG_PER_CON_USD,0.258,0.239,0.289,0.286,0.296,0.298,0.796,0.636,0.785,0.868,1.127,1.186,1.016,1.367,1.118,1.376,0.433,0.438,0.469,0.469,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),419,Latin America and the Caribbean,ISIC4_C,A,G,KG_PER_CON_USD,0.401,0.397,0.414,0.404,0.391,0.384,0.379,0.35,0.352,0.34,0.378,0.389,0.369,0.37,0.356,0.35,0.332,0.347,0.327,0.319,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),428,Latvia,ISIC4_C,A,G,KG_PER_CON_USD,0.459,0.415,0.386,0.393,0.371,0.356,0.339,0.335,0.339,0.341,0.406,0.342,0.332,0.276,0.274,0.232,0.189,0.173,0.203,0.175,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),199,Least Developed Countries (LDCs),ISIC4_C,A,G,KG_PER_CON_USD,0.423,0.434,0.4,0.447,0.386,0.399,0.388,0.401,0.395,0.428,0.471,0.406,0.39,0.379,0.389,0.418,0.341,0.344,0.337,0.38,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),422,Lebanon,ISIC4_C,A,G,KG_PER_CON_USD,0.472,0.681,0.435,0.565,0.639,0.598,0.257,0.144,0.242,0.294,0.2,0.279,0.266,0.222,0.281,0.296,0.285,0.306,0.316,0.282,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),434,Libya,ISIC4_C,A,G,KG_PER_CON_USD,2.58,2.808,2.594,2.24,2.497,2.417,0.921,0.879,1.127,1.268,1.262,2.216,1.094,1.98,1.716,1.371,2.237,2.329,2.219,2.55,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),440,Lithuania,ISIC4_C,A,G,KG_PER_CON_USD,0.323,0.276,0.278,0.249,0.239,0.271,0.268,0.257,0.223,0.22,0.216,0.212,0.217,0.199,0.177,0.155,0.146,0.138,0.144,0.142,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),442,Luxembourg,ISIC4_C,A,G,KG_PER_CON_USD,0.441,0.503,0.414,0.33,0.383,0.381,0.429,0.343,0.405,0.423,0.433,0.457,0.418,0.357,0.346,0.282,0.269,0.306,0.321,0.279,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),458,Malaysia,ISIC4_C,A,G,KG_PER_CON_USD,0.694,0.742,0.766,0.73,0.751,0.753,0.756,0.84,0.829,0.625,0.574,0.51,0.547,0.482,0.446,0.429,0.422,0.436,0.454,0.457,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),470,Malta,ISIC4_C,A,G,KG_PER_CON_USD,0,0,0,0,0,0.039,0.043,0.048,0.041,0.033,0.036,0.018,0.032,0.056,0.067,0.064,0.064,0.053,0.037,0.03,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),480,Mauritius,ISIC4_C,A,G,KG_PER_CON_USD,0.287,0.296,0.301,0.299,0.278,0.276,0.323,0.313,0.328,0.265,0.255,0.24,0.232,0.212,0.217,0.223,0.213,0.209,0.207,0.211,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),484,Mexico,ISIC4_C,A,G,KG_PER_CON_USD,0.293,0.272,0.301,0.309,0.322,0.328,0.354,0.329,0.346,0.31,0.342,0.364,0.315,0.335,0.288,0.315,0.29,0.313,0.25,0.252,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),17,Middle Africa,ISIC4_C,A,G,KG_PER_CON_USD,0.21,0.26,0.366,0.379,0.439,0.555,0.583,0.474,0.517,0.532,0.539,0.538,0.518,0.393,0.33,0.29,0.303,0.215,0.247,0.212,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),496,Mongolia,ISIC4_C,A,G,KG_PER_CON_USD,1.666,1.148,0.964,0.884,0.869,1.159,3.776,1.947,1.905,1.759,1.886,2.11,2.421,1.901,1.534,1.076,1.118,1.055,1.035,1.191,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),499,Montenegro,ISIC4_C,A,G,KG_PER_CON_USD,,,,,,1.181,1.062,1.83,2.067,1.502,0.747,0.599,0.701,1.04,1.042,0.99,0.969,0.988,0.854,0.895,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),504,Morocco,ISIC4_C,A,G,KG_PER_CON_USD,0.657,0.646,0.594,0.447,0.588,0.678,0.707,0.679,0.634,0.64,0.566,0.625,0.647,0.541,0.415,0.373,0.342,0.374,0.353,0.337,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),508,Mozambique,ISIC4_C,A,G,KG_PER_CON_USD,0.136,0.223,0.218,0.243,0.211,0.176,0.195,0.234,0.266,0.308,0.302,0.522,0.464,0.59,0.162,0.122,0.143,0.074,0.125,0.125,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),104,Myanmar,ISIC4_C,A,G,KG_PER_CON_USD,1.885,1.48,0.716,1.027,0.609,0.534,0.423,0.343,0.307,0.271,0.268,0.255,0.276,0.249,0.277,0.27,0.091,0.151,0.145,0.15,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),516,Namibia,ISIC4_C,A,G,KG_PER_CON_USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),524,Nepal,ISIC4_C,A,G,KG_PER_CON_USD,1.304,1.43,0.752,0.905,0.751,1.123,0.661,0.836,0.776,0.783,1.22,1.371,1.492,1.127,1.534,1.761,2.423,2.382,2.769,2.056,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),528,Netherlands,ISIC4_C,A,G,KG_PER_CON_USD,0.316,0.308,0.317,0.324,0.308,0.295,0.299,0.285,0.266,0.275,0.283,0.26,0.275,0.267,0.257,0.261,0.275,0.268,0.254,0.246,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),554,New Zealand,ISIC4_C,A,G,KG_PER_CON_USD,0.301,0.318,0.307,0.275,0.246,0.206,0.215,0.232,0.253,0.241,0.258,0.242,0.25,0.288,0.321,0.302,0.296,0.281,0.27,0.301,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),558,Nicaragua,ISIC4_C,A,G,KG_PER_CON_USD,0.199,0.21,0.41,0.701,0.718,0.61,0.587,0.566,0.537,0.39,0.387,0.354,0.336,0.296,0.288,0.306,0.311,0.309,0.285,0.29,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),562,Niger,ISIC4_C,A,G,KG_PER_CON_USD,0.118,0.142,0.139,0.179,0.176,0.151,0.18,0.386,0.265,0.377,0.482,0.459,0.5,0.359,0.386,0.274,0.181,0.205,0.163,0.186,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),566,Nigeria,ISIC4_C,A,G,KG_PER_CON_USD,0.14,0.12,0.108,0.333,0.267,0.223,0.204,0.219,0.218,0.09,0.093,0.237,0.18,0.157,0.154,0.157,0.161,0.154,0.158,0.161,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),807,North Macedonia,ISIC4_C,A,G,KG_PER_CON_USD,1.708,1.545,1.416,1.701,1.25,1.702,1.601,2.127,1.993,1.171,1.525,1.579,1.525,1.266,0.928,0.82,0.807,0.663,0.68,0.766,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),15,Northern Africa,ISIC4_C,A,G,KG_PER_CON_USD,0.821,0.927,0.855,0.799,0.746,0.899,0.872,0.907,0.815,0.768,0.738,0.7,0.643,0.67,0.624,0.59,0.579,0.666,0.698,0.677,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),746,Northern Africa (exc. Sudan),ISIC4_C,A,G,KG_PER_CON_USD,0.841,0.962,0.887,0.828,0.772,0.922,0.879,0.913,0.823,0.751,0.705,0.723,0.663,0.698,0.647,0.614,0.602,0.697,0.732,0.709,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),747,Northern Africa and Western Asia,ISIC4_C,A,G,KG_PER_CON_USD,1.009,1.017,1.051,1.014,0.936,0.922,0.918,0.942,0.869,0.922,0.949,0.878,0.871,0.84,0.829,0.82,0.781,0.746,0.706,0.742,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),21,Northern America,ISIC4_C,A,G,KG_PER_CON_USD,0.329,0.324,0.284,0.267,0.264,0.241,0.227,0.218,0.218,0.209,0.235,0.21,0.212,0.203,0.201,0.197,0.201,0.19,0.19,0.18,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),154,Northern Europe,ISIC4_C,A,G,KG_PER_CON_USD,0.24,0.239,0.216,0.215,0.207,0.189,0.175,0.167,0.164,0.15,0.157,0.143,0.141,0.138,0.132,0.115,0.103,0.101,0.097,0.091,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),578,Norway,ISIC4_C,A,G,KG_PER_CON_USD,0.274,0.258,0.223,0.271,0.268,0.228,0.22,0.207,0.205,0.181,0.22,0.217,0.213,0.201,0.191,0.195,0.202,0.207,0.203,0.199,,,,,,,,,,,,,,,,,,,,,
